,3DCNN_prof,ProQ3D,GraphQA,angleQA,ProQ2,DAVIS-EMAconsensus,BAKER-ROSETTASERVER,BAKER-experimental,P3De,ModFOLD8,tFold-IDT,VoroCNN-GDT,VoroCNN-GEMME,DeepPotential,Ornate,SBROD,GR#,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MolPrb_clash,MolPrb_rotout,MolPrb_ramout,MolPrb_ramfv,N1,N2,DIST,N,RMSD,GDT_TS,LGA_S3,LGA_Q,Target
T1094TS170_4,0.00643,0.200509,,0.113,0.147,0.05144,0.1958,0.2155,0.14060963,0.15193887,0.505,0.354,0.374,0.07891796,0.387,0.198454,170s,100.0,479.0,,-1.48,2.17,0.38,1.0,31.04,31.43,484.0,1.0,1.03,2.27,12.6,9.029,2.29,-1.24,0.0,0.0,,3.26,0.16,11.78,0.37,0.08,0.13,2.27,0.5,30.6,1.64,-1.0,-1.0,0.15,,126.86,,0.05,89.46,2.35,2.43,89.68,496.0,484.0,4.0,17.0,2.52,4.494,3.542,0.65,T1094
T1094TS151_4,0.02345,0.231436,,0.130,,0.06441,0.2270,0.1755,0.17473026,0.21460159,0.347,0.317,0.337,0.10554326,0.383,0.188777,151s,100.0,417.0,,-1.16,5.01,1.28,2.62,24.172,24.491,484.0,47.0,0.62,1.24,17.36,9.982,2.66,-0.69,0.0,0.0,,3.05,0.25,20.56,0.44,0.28,0.44,1.69,0.53,33.9,3.7,-1.0,-1.0,0.26,,75.51,,0.11,37.25,2.13,8.3,78.74,496.0,484.0,4.0,45.0,2.69,9.349,7.59,1.615,T1094
T1094TS097_4,0.06700,0.264888,,0.254,0.232,0.06979,0.2393,0.2434,0.2014791,0.21820104,0.566,0.400,0.415,0.104092464,0.416,0.334335,097s,100.0,413.0,,-1.14,5.89,2.3,4.43,35.348,35.673,484.0,0.0,0.0,0.0,12.6,7.893,2.67,-0.43,4.5,107.0,17.2,3.57,0.19,26.86,0.46,0.27,0.17,1.93,0.47,57.4,4.42,-1.0,-1.0,0.18,279.6,160.15,76.89,0.11,272.14,0.21,10.93,83.6,496.0,484.0,4.0,54.0,2.18,9.711,8.651,2.373,T1094
T1095TS070_1,0.29879,0.452601,0.418,0.273,0.486,0.10366,0.4766,0.4605,0.4232047,0.40999645,0.609,0.486,0.488,0.20747413,0.48,0.535869,070s,100.0,62.0,0.91,0.97,23.8,12.5,19.32,8.697000000000001,9.444,648.0,0.0,35.03,55.56,58.18,39.107,2.26,8.21,27.0,541.0,4.7,1.46,0.47,56.17,0.55,0.49,0.86,0.57,0.86,59.7,6.58,-1.0,-1.0,0.69,4678.6,13.53,66.35,0.25,1.68,0.49,0.9,90.2,665.0,648.0,4.0,287.0,2.17,40.471,33.115,12.619000000000002,T1095
T1095TS063_1,0.00951,0.147895,0.077,0.112,0.051,0.04883,0.1325,0.0926,0.11082636,0.11144713,0.355,0.249,0.285,0.1569314,0.304,0.253594,063s,100.0,488.0,-1.98,-2.02,2.2,0.33,0.99,282.51,281.98,648.0,0.0,0.0,0.0,10.65,6.6720000000000015,2.51,-1.2,0.0,0.0,,3.1,0.14,12.04,0.36,0.06,-0.05,2.94,0.54,20.6,1.64,-1.0,-1.0,0.09,,37035.07,97.26,0.03,77.2,2.96,1.06,94.27,665.0,648.0,4.0,23.0,2.64,3.819,3.093,0.84,T1095
T1095TS277_4,0.21579,0.373044,0.177,0.267,0.335,0.08799,0.3255,0.2982,0.3348724,0.25550082,0.586,0.463,0.452,0.18445449,0.464,0.556350,277s,100.0,401.0,,-0.9,8.45,3.52,6.03,30.39,30.665,648.0,51.0,12.19,24.38,26.23,15.486,2.64,2.19,4.6,270.0,6.8,2.04,0.31,39.74,0.5,0.34,0.28,1.59,0.58,55.0,5.19,-1.0,-1.0,0.39,1118.5,105.13,,0.16,10.17,0.49,2.41,91.25,665.0,648.0,4.0,134.0,2.75,17.554000000000002,14.694,4.705,T1095
T1095TS351_4,0.24538,0.387725,0.268,0.355,0.533,0.08065,0.4651,0.5224,0.3209009,0.26626015,0.711,0.542,0.535,0.16568573,0.51,0.681464,351s,100.0,413.0,,-1.0,8.29,3.56,5.11,27.003,27.124,648.0,2.0,7.72,15.59,20.83,12.505999999999998,2.76,1.09,8.9,257.0,12.3,2.16,0.41,55.94,0.54,0.47,0.5,0.93,0.65,56.7,5.33,-1.0,-1.0,0.37,765.8,114.79,,0.23,13.76,0.99,2.56,91.25,665.0,648.0,4.0,104.0,2.57,16.319000000000006,12.84,3.902,T1095
T1095TS151_4,0.12015,0.270519,0.199,0.155,0.233,0.07782,0.2685,0.1726,0.2365337,0.25572655,0.355,0.361,0.365,0.18631208,0.405,0.328318,151s,100.0,429.0,,-1.12,7.83,3.31,6.32,29.092,29.22,648.0,78.0,11.88,18.36,21.76,13.515,2.48,1.33,5.8,250.0,23.3,3.0,0.29,29.01,0.45,0.32,0.62,1.15,0.56,36.4,3.07,-1.0,-1.0,0.35,990.5,48.83,,0.12,60.23,0.99,6.49,79.19,665.0,648.0,4.0,107.0,2.26,14.738,11.816,4.526,T1095
T1095TS326_1,0.25158,0.375782,0.238,0.310,0.392,0.08987,0.3464,0.3249,0.3238876,0.27336627,0.583,0.433,0.452,0.19085793,0.477,0.577891,326s,100.0,421.0,-1.08,-1.08,8.26,3.04,5.35,32.756,33.23,648.0,52.0,10.34,19.14,20.37,12.174,2.64,1.3,5.5,146.0,7.3,2.87,0.33,45.99,0.51,0.39,0.36,1.32,0.55,60.4,4.74,-1.0,-1.0,0.33,406.7,77.75,,0.17,65.1,1.15,4.68,90.35,665.0,648.0,4.0,124.0,2.8,15.278,12.867,4.282,T1095
T1095TS277_2,0.21317,0.421588,0.193,0.281,0.300,0.07693,0.3290,0.3118,0.3404796,0.25552148,0.571,0.456,0.454,0.18189786,0.472,0.567132,277s,100.0,442.0,,-1.44,5.63,2.14,3.63,35.244,35.72,648.0,70.0,6.48,10.8,14.81,9.972,2.49,-0.22,5.6,147.0,14.0,2.0,0.3,39.51,0.5,0.37,0.41,1.23,0.52,58.4,4.74,-1.0,-1.0,0.26,411.7,122.91,,0.16,9.32,0.66,3.17,91.25,665.0,648.0,4.0,67.0,2.61,10.918,8.691,2.47,T1095
T1095TS324_3,0.21544,0.347073,0.223,0.279,,0.08217,0.4148,0.3991,0.2976071,0.274995,0.607,0.452,0.484,0.14833768,0.473,0.561714,324s,100.0,399.0,,-0.88,11.61,4.79,8.9,23.839,24.138,648.0,0.0,15.59,22.22,26.39,18.057,2.28,2.13,11.9,211.0,5.5,1.28,0.44,54.09,0.56,0.5,0.46,0.89,0.58,68.0,6.47,-1.0,-1.0,0.29,926.8,137.86,39.55,0.26,0.37,1.32,1.96,89.89,665.0,648.0,4.0,142.0,2.19,17.708,15.640999999999998,6.1960000000000015,T1095
T1095TS317_4,0.07428,0.290117,0.162,0.148,0.327,0.05398,0.2300,0.1852,0.2581438,0.18737277,0.437,0.321,0.367,0.13359869,0.393,0.284157,317s,100.0,464.0,,-1.8,3.08,0.65,1.61,29.017,29.486,648.0,5.0,2.47,4.94,12.35,7.245,2.64,-1.0,0.0,0.0,,3.62,0.26,24.31,0.43,0.19,0.24,2.1,0.46,57.4,2.83,-1.0,-1.0,0.21,,118.01,53.81,0.08,30.04,12.66,12.52,72.4,665.0,648.0,4.0,36.0,2.46,6.52,5.171,1.409,T1095
T1095TS151_1,0.01995,0.191971,0.114,0.137,0.305,0.03664,0.1769,0.3686,0.15951258,0.13342337,0.472,0.357,0.396,0.09152352,0.421,0.357289,151s,100.0,489.0,-2.01,-2.04,1.89,0.41,0.93,34.133,34.525,648.0,5.0,0.0,0.0,11.73,6.605,2.61,-1.38,0.0,0.0,,2.99,0.19,11.34,0.38,0.02,0.03,2.67,0.49,33.9,1.24,-1.0,-1.0,0.14,,235.3,,0.05,59.7,1.15,5.43,82.96,665.0,648.0,4.0,23.0,2.68,3.549,2.783,0.8270000000000001,T1095
T1095TS169_1,0.06316,0.217607,0.159,0.124,0.281,0.06448,0.2320,0.1531,0.2061067,0.1987803,0.415,0.359,0.379,0.14206241,0.423,0.218496,169s,100.0,438.0,-1.33,-1.34,5.09,2.19,3.21,16.551,17.221,648.0,3.0,3.09,14.04,19.6,10.899,2.74,0.76,3.5,199.0,7.0,2.68,0.28,26.47,0.42,0.21,0.55,1.31,0.7,39.6,4.58,-1.0,-1.0,0.38,435.1,49.76,,0.09,3.74,8.55,8.75,73.0,665.0,648.0,4.0,78.0,2.73,12.114,9.438,2.755,T1095
T1095TS151_2,0.02770,0.206134,0.120,0.115,0.219,0.04076,0.1723,0.2097,0.1623849,0.1520546,0.352,0.348,0.384,0.096250445,0.406,0.238875,151s,100.0,478.0,,-1.98,2.43,0.79,1.47,35.23,35.536,648.0,2.0,0.0,0.0,11.27,5.6370000000000005,2.75,-1.53,0.0,0.0,,3.04,0.19,16.67,0.41,0.09,0.08,2.56,0.49,35.0,2.58,-1.0,-1.0,0.14,,228.54,,0.06,63.54,0.99,8.75,77.53,665.0,648.0,4.0,25.0,2.39,4.244,3.417,1.005,T1095
T1095TS063_3,0.00594,0.136715,0.081,0.106,0.048,0.04632,0.1219,0.0750,0.09357989,0.08925367,0.328,0.234,0.253,0.16154169,0.29,0.202006,063s,100.0,492.0,,-2.07,1.7,0.71,1.08,304.765,303.976,648.0,1.0,0.0,0.0,8.95,5.205,2.84,-1.62,0.0,0.0,,3.37,0.14,9.64,0.34,0.03,0.01,3.05,0.52,15.5,1.64,-1.0,-1.0,0.08,,43572.41,97.99,0.04,77.48,4.77,1.21,91.7,665.0,648.0,4.0,16.0,1.98,3.125,2.532,0.768,T1095
T1095TS277_5,0.19452,0.354304,0.171,0.255,0.292,0.07942,0.3036,0.2596,0.3145284,0.24150133,0.556,0.439,0.460,0.17896776,0.459,0.567485,277s,100.0,436.0,,-1.3,6.4,1.79,3.85,35.109,35.285,648.0,57.0,5.86,12.81,16.98,10.362,2.76,0.26,3.0,141.0,4.7,2.2,0.3,36.5,0.49,0.32,0.27,1.55,0.56,55.2,5.19,-1.0,-1.0,0.3,475.8,122.05,,0.15,13.93,0.33,3.17,89.89,665.0,648.0,4.0,82.0,2.64,12.616,10.207,2.988,T1095
T1095TS151_3,0.03734,0.221261,0.108,0.132,0.263,0.04163,0.1751,0.2043,0.1784755,0.16292794,0.522,0.374,0.402,0.09336156,0.426,0.334195,151s,100.0,481.0,,-1.99,2.7,0.94,1.74,31.256,31.655,648.0,3.0,0.0,0.77,11.11,5.9620000000000015,2.74,-1.56,0.0,0.0,,3.04,0.21,18.83,0.41,0.1,0.15,2.5,0.52,41.1,1.99,-1.0,-1.0,0.16,,209.09,,0.07,41.92,1.81,7.54,79.49,665.0,648.0,4.0,27.0,2.03,4.167,3.516,1.268,T1095
T1095TS063_5,0.01018,0.152781,0.087,0.114,0.095,0.04980,0.1255,0.0956,0.11255679,0.10876224,0.354,0.241,0.285,0.15407516,0.303,0.192916,063s,100.0,482.0,,-1.99,2.43,0.43,1.03,296.986,296.333,648.0,0.0,0.0,0.0,10.03,5.351,2.38,-1.53,0.0,0.0,,3.21,0.15,13.66,0.36,0.07,0.0,3.03,0.52,22.9,2.58,-1.0,-1.0,0.11,,42416.19,96.59,0.04,91.51,3.29,1.66,94.27,665.0,648.0,4.0,26.0,2.71,4.09,3.269,0.924,T1095
T1095TS170_3,0.01534,0.213671,0.075,0.107,0.140,0.04080,0.1567,0.1691,0.1684353,0.14323486,0.423,0.317,0.360,0.097133905,0.385,0.144365,170s,100.0,474.0,,-1.91,2.7,0.14,0.82,30.048,30.526,648.0,0.0,0.0,2.78,10.19,6.645,2.56,-1.41,0.0,0.0,,3.44,0.18,15.74,0.4,0.08,0.1,2.41,0.5,47.2,1.99,-1.0,-1.0,0.16,,262.68,,0.05,90.12,3.78,3.32,88.69,665.0,648.0,4.0,27.0,2.86,5.131,3.881,0.913,T1095
T1095TS138_4,0.07589,0.314806,0.162,0.147,0.335,0.06106,0.2410,0.1679,0.2778314,0.20233563,0.427,0.316,0.361,0.14373048,0.391,0.278989,138s,100.0,448.0,,-1.58,3.94,1.2,2.1,24.639,24.976,648.0,5.0,1.85,8.02,15.74,9.031,2.81,-0.37,0.0,0.0,,3.64,0.27,21.76,0.43,0.2,0.4,1.88,0.54,49.9,2.3,-1.0,-1.0,0.3,,77.16,55.02,0.08,28.45,12.83,12.22,67.72,665.0,648.0,4.0,48.0,2.78,9.144,6.943,1.6669999999999998,T1095
T1095TS351_1,0.35874,0.55713,0.385,0.464,,0.11175,0.5722,0.5684,0.494478,0.3852219,0.714,0.522,0.519,0.22685508,0.518,0.742591,351s,100.0,262.0,0.01,0.04,11.92,5.86,8.86,8.158,8.703,648.0,3.0,16.98,38.27,42.9,24.182,2.81,4.34,15.7,450.0,5.5,2.18,0.49,66.9,0.57,0.55,0.88,0.57,0.83,65.3,6.81,-1.0,-1.0,0.65,1894.9,7.05,,0.26,20.12,0.49,1.81,94.42,665.0,648.0,4.0,186.0,2.7,29.051,23.0,6.642,T1095
T1095TS170_5,0.01043,0.199261,0.084,0.108,0.126,0.03995,0.1667,0.1642,0.14480027,0.13883127,0.329,0.322,0.369,0.09728455,0.38,0.163982,170s,100.0,487.0,,-2.01,2.28,0.69,1.2,33.574,33.941,648.0,0.0,0.31,0.0,12.65,6.146,2.7,-1.06,2.2,80.0,16.5,3.37,0.18,17.9,0.41,0.09,0.04,2.58,0.51,49.8,1.99,-1.0,-1.0,0.16,171.5,283.71,,0.05,91.62,3.45,3.32,90.5,665.0,648.0,4.0,20.0,2.35,3.858,3.128,0.8170000000000001,T1095
T1096TS151_4,0.01399,0.236707,0.096,0.111,0.037,0.06176,0.2316,0.1675,0.17109213,0.19949982,0.252,0.288,0.322,0.098990016,0.364,0.121870,151s,100.0,413.0,,-1.15,4.47,1.03,2.22,37.414,37.469,459.0,58.0,0.0,0.0,13.07,8.943,2.64,-1.1,0.0,0.0,,2.88,0.23,22.11,0.43,0.28,0.2,1.92,0.43,40.5,2.83,-1.0,-1.0,0.13,,82.11,,0.1,50.57,0.9,5.41,82.47,464.0,459.0,4.0,37.0,2.83,7.081,6.13,1.265,T1096
T1096TS063_2,0.00690,0.230515,0.081,0.109,0.028,0.05873,0.2045,0.2169,0.15631797,0.15097605,0.406,0.296,0.335,0.0967226,0.336,0.137788,063s,100.0,445.0,,-1.2,4.03,0.3,1.22,36.118,36.31800000000001,459.0,13.0,0.0,0.0,16.12,9.664,2.93,-0.87,3.0,100.0,7.4,3.99,0.23,20.04,0.39,0.15,0.17,2.47,0.48,43.5,3.89,-1.0,-1.0,0.14,311.9,62.75,93.91,0.07,193.76,6.52,4.11,86.8,464.0,459.0,4.0,28.0,2.93,6.481,5.198,0.925,T1096
T1096TS170_5,0.02738,0.258962,0.102,0.131,0.184,0.05680,0.2210,0.2504,0.1960924,0.19748239,0.515,0.367,0.393,0.092608996,0.41,0.225643,170s,100.0,461.0,,-1.24,3.87,0.73,1.49,31.04,31.288,459.0,0.0,0.0,0.44,15.03,8.836,2.75,-1.79,0.0,0.0,,3.08,0.21,22.0,0.42,0.19,0.2,2.23,0.49,49.1,3.5,-1.0,-1.0,0.16,,64.42,,0.07,82.79,1.57,2.38,90.04,464.0,459.0,4.0,29.0,2.9,6.046,4.993,0.967,T1096
T1096TS070_1,0.14781,0.377182,0.148,0.232,0.435,0.07305,0.3494,0.3942,0.2850776,0.2692884,0.696,0.489,0.512,0.12477927,0.484,0.374150,070s,100.0,346.0,-0.96,-0.92,5.88,0.84,3.04,25.686,26.204,459.0,0.0,0.0,0.0,14.81,10.03,2.6,-0.53,2.9,64.0,4.1,1.2,0.32,36.38,0.5,0.34,0.42,1.53,0.5,60.4,2.83,-1.0,-1.0,0.17,190.1,40.01,41.43,0.12,0.77,0.22,0.65,92.86,464.0,459.0,4.0,48.0,2.54,9.586,8.359,1.815,T1096
T1096TS042_1,0.38817,0.522776,0.447,0.373,0.675,0.07662,0.5598,0.5661,0.42722,0.30835903,0.751,0.546,0.542,0.49907532,0.51,0.497547,042s,100.0,34.0,1.47,1.49,22.5,11.55,17.5,25.607,25.768,459.0,0.0,37.04,51.42,51.42,35.15,2.35,6.1,21.0,313.0,18.2,1.11,0.6,84.97,0.63,0.7,0.8,0.3,0.91,85.7,6.92,-1.0,-1.0,0.54,2285.9,2.45,64.06,0.35,1.28,1.12,0.43,96.54,464.0,459.0,4.0,229.0,2.42,36.656,34.286,9.101,T1096
T1096TS278_2,0.24130,0.435717,0.179,0.290,0.501,0.07401,0.4885,0.4673,0.3304925,0.27916747,0.746,0.545,0.542,0.12568845,0.515,0.419109,278s,100.0,374.0,,-1.05,5.67,1.16,2.48,28.882,29.067,459.0,1.0,0.0,0.44,14.81,8.751,2.66,-0.91,2.8,94.0,5.6,0.96,0.32,38.34,0.52,0.35,0.41,1.56,0.48,82.8,3.29,-1.0,-1.0,0.14,290.4,39.73,70.64,0.14,1.92,0.0,0.0,98.05,464.0,459.0,4.0,43.0,2.81,8.17,7.414,1.476,T1096
T1096TS170_2,0.01589,0.239986,0.094,0.115,0.053,0.05771,0.2062,0.2433,0.1780822,0.17602587,0.500,0.323,0.354,0.09508388,0.38,0.208488,170s,100.0,453.0,,-1.22,3.7,1.07,1.97,35.645,35.88,459.0,1.0,0.22,0.0,12.42,6.157,2.97,-0.95,0.0,0.0,,3.5,0.19,16.56,0.39,0.13,0.16,2.54,0.49,41.4,2.3,-1.0,-1.0,0.14,,74.9,,0.06,119.13,2.7,3.46,86.15,464.0,459.0,4.0,27.0,2.19,6.318,5.119,1.179,T1096
T1096TS151_1,0.01674,0.250683,0.087,0.125,0.205,0.06468,0.2640,0.2976,0.1940771,0.1933584,0.529,0.356,0.399,0.11573108,0.423,0.175414,151s,100.0,425.0,-1.21,-1.17,4.08,1.24,2.25,32.563,32.833,459.0,1.0,0.0,0.0,13.29,9.622,2.29,-0.64,0.0,0.0,,3.24,0.27,21.79,0.42,0.2,0.34,2.22,0.56,36.0,3.7,-1.0,-1.0,0.16,,36.82,,0.08,81.23,1.8,4.98,84.63,464.0,459.0,4.0,29.0,2.44,6.808,5.518,1.143,T1096
T1096TS052_1,0.05906,0.353798,0.137,0.151,0.179,0.06400,0.2358,0.2081,0.2736162,0.22176652,0.464,0.372,0.395,0.11612336,0.405,0.205830,052s,100.0,418.0,-1.19,-1.15,4.68,0.75,2.2,30.565,30.959,459.0,1.0,0.0,0.0,12.64,8.511000000000001,2.34,-0.84,3.5,90.0,32.6,2.77,0.24,26.14,0.48,0.29,0.25,1.92,0.5,77.6,2.83,-1.0,-1.0,0.15,238.1,88.72,20.3,0.1,89.33,0.22,1.08,94.81,464.0,459.0,4.0,37.0,2.66,7.026,6.313,1.34,T1096
T1096TS050_2,0.05059,0.331479,0.110,0.167,0.131,0.06525,0.2603,0.3128,0.2582479,0.23789504,0.551,0.365,0.399,0.11306543,0.414,0.254910,050s,100.0,435.0,,-1.19,4.3,0.43,1.55,31.398000000000003,31.654,459.0,1.0,0.22,1.74,16.99,10.188,2.61,-1.45,2.2,94.0,19.4,3.35,0.26,30.07,0.48,0.3,0.22,1.89,0.54,60.7,4.58,-1.0,-1.0,0.15,221.4,73.09,89.91,0.1,94.44,5.39,0.87,94.81,464.0,459.0,4.0,29.0,2.75,6.645,5.601,1.017,T1096
T1096TS169_1,0.05024,0.264523,0.112,0.123,0.123,0.05876,0.2068,0.1576,0.2083831,0.20888896,0.373,0.306,0.338,0.12432849,0.401,0.129200,169s,100.0,433.0,-1.22,-1.18,4.52,2.12,2.9,40.557,40.802,459.0,0.0,0.0,0.0,10.46,7.832000000000002,2.39,-1.53,0.0,0.0,,1.63,0.22,24.4,0.47,0.29,0.23,2.31,0.54,63.2,3.29,-1.0,-1.0,0.13,,241.77,,0.08,0.26,3.15,4.98,85.5,464.0,459.0,4.0,27.0,1.81,6.699,5.5310000000000015,1.4169999999999998,T1096
T1096TS317_5,0.06312,0.362919,0.148,0.185,0.286,0.07189,0.2826,0.2524,0.2877801,0.2353466,0.539,0.388,0.416,0.119389236,0.413,0.231266,317s,100.0,375.0,,-1.05,4.74,1.35,2.49,33.099000000000004,33.288000000000004,459.0,1.0,0.0,0.0,16.99,11.025,2.49,-0.61,0.0,0.0,,3.48,0.31,33.99,0.48,0.31,0.36,1.84,0.5,71.9,2.83,-1.0,-1.0,0.17,,32.63,43.95,0.11,23.61,15.28,6.71,81.39,464.0,459.0,4.0,38.0,2.61,8.115,6.816,1.402,T1096
T1096TS259_4,0.13714,0.327494,0.265,0.196,0.382,0.07143,0.3060,0.2837,0.2492657,0.22440624,0.641,0.422,0.466,0.12279789,0.422,0.281521,259s,100.0,396.0,,-1.09,4.63,1.64,2.4,30.775,30.989,459.0,0.0,0.22,2.61,14.81,9.432,2.47,-0.22,0.0,0.0,,3.44,0.23,33.44,0.47,0.25,0.3,2.12,0.51,68.6,3.5,-1.0,-1.0,0.16,,40.14,92.66,0.1,248.81,0.67,5.19,88.31,464.0,459.0,4.0,37.0,2.69,7.68,6.497000000000001,1.325,T1096
T1096TS170_4,0.01889,0.245027,0.116,0.118,0.170,0.05623,0.2141,0.2128,0.18914031,0.18512419,0.486,0.358,0.398,0.090830356,0.402,0.189044,170s,100.0,469.0,,-1.3,3.27,0.36,1.13,28.18,28.621,459.0,0.0,0.22,1.74,13.73,7.661,2.71,-1.37,0.0,0.0,,3.22,0.2,18.41,0.4,0.16,0.23,2.13,0.49,42.9,2.3,-1.0,-1.0,0.14,,62.14,,0.07,86.37,2.02,3.9,88.53,464.0,459.0,4.0,22.0,2.7,5.337999999999999,4.2360000000000015,0.787,T1096
T1096TS138_3,0.11849,0.361017,0.185,0.173,0.266,0.07410,0.2831,0.2320,0.2848097,0.23611704,0.530,0.390,0.413,0.124807894,0.428,0.226645,138s,100.0,371.0,,-1.05,5.23,1.09,2.62,27.583,27.789,459.0,0.0,0.22,0.22,14.81,8.695,2.57,-0.8,0.0,0.0,,3.4,0.31,34.75,0.48,0.32,0.45,1.56,0.45,76.1,2.83,-1.0,-1.0,0.17,,37.82,37.93,0.11,24.89,11.24,5.84,81.17,464.0,459.0,4.0,42.0,2.61,8.224,6.997000000000001,1.55,T1096
T1096TS063_1,0.00587,0.21214,0.072,0.110,0.077,0.05663,0.2199,0.1718,0.1588652,0.14976914,0.424,0.266,0.333,0.10554611,0.347,0.149531,063s,100.0,468.0,-1.33,-1.3,3.49,0.41,1.72,116.461,116.923,459.0,0.0,0.0,0.0,15.47,9.783,2.53,-1.22,0.0,0.0,,3.37,0.19,21.68,0.39,0.16,0.0,2.25,0.51,31.7,3.7,-1.0,-1.0,0.12,,1343.99,95.34,0.07,109.71,4.27,0.87,94.37,464.0,459.0,4.0,22.0,2.27,5.392,4.439,0.928,T1096
T1096TS278_4,0.13087,0.418613,0.142,0.264,0.478,0.07506,0.3778,0.4422,0.307997,0.25691193,0.776,0.523,0.532,0.12700649,0.511,0.370050,278s,100.0,360.0,,-1.01,5.17,0.93,2.19,28.536,28.906,459.0,8.0,0.0,0.0,18.3,11.816,2.32,-1.45,0.0,0.0,,1.14,0.34,36.49,0.5,0.31,0.45,1.93,0.5,77.0,4.58,-1.0,-1.0,0.2,,28.11,28.81,0.13,1.54,0.0,0.22,96.32,464.0,459.0,4.0,41.0,2.74,8.66,7.254,1.446,T1096
T1096TS170_3,0.04130,0.279032,0.102,0.124,0.206,0.06332,0.2374,0.2306,0.2105566,0.19977216,0.484,0.331,0.406,0.101107046,0.393,0.192352,170s,100.0,413.0,,-1.15,4.03,1.47,2.07,34.459,34.544000000000004,459.0,0.0,0.0,0.0,10.46,5.216,2.59,-1.07,0.0,0.0,,3.08,0.23,22.88,0.43,0.2,0.3,2.15,0.49,59.6,2.3,-1.0,-1.0,0.15,,52.07,,0.08,77.52,1.57,2.16,88.96,464.0,459.0,4.0,32.0,2.63,7.081,5.721,1.173,T1096
T1096TS222_5,0.09543,0.347187,0.140,0.171,0.369,0.07106,0.2828,0.3256,0.2769295,0.23308313,0.581,0.375,0.408,0.12776902,0.405,0.270197,222s,100.0,353.0,,-0.96,5.01,1.4,2.51,27.693,28.286,459.0,0.0,1.74,11.76,16.34,10.026,2.52,-0.3,0.0,0.0,,3.7,0.32,33.66,0.46,0.29,0.41,1.78,0.54,67.3,3.29,-1.0,-1.0,0.21,,24.53,91.93,0.1,133.32,4.49,3.25,87.01,464.0,459.0,4.0,41.0,2.68,9.15,7.4620000000000015,1.475,T1096
T1096TS278_3,0.15518,0.452248,0.150,0.265,0.508,0.07427,0.3662,0.4172,0.3382126,0.26902944,0.732,0.530,0.531,0.112591505,0.498,0.361928,278s,100.0,406.0,,-1.13,4.9,2.02,3.24,30.57,30.873,459.0,0.0,0.0,0.0,15.69,10.176,2.45,-1.1,2.8,51.0,10.5,1.19,0.31,35.29,0.5,0.31,0.4,1.71,0.46,78.8,2.3,-1.0,-1.0,0.15,131.1,43.65,46.57,0.11,2.31,0.0,0.87,96.97,464.0,459.0,4.0,32.0,1.98,7.297999999999999,6.183,1.536,T1096
T1098TS070_2,0.20931,0.612785,0.660,0.366,,0.13383,0.6064,0.6400,0.5100399,0.38215795,0.679,0.454,0.541,0.536422,0.538,0.215994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,437.0,4.0,166.0,2.03,29.977,26.071,7.785,T1098
T1098TS063_5,0.00747,0.205133,0.156,0.118,0.074,0.06366,0.1874,0.1509,0.16110991,0.17042062,0.364,0.234,0.250,0.1888484,0.342,0.093836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,437.0,4.0,28.0,3.05,7.609,6.357,0.888,T1098
T1098TS170_3,0.00801,0.221394,0.117,0.111,0.138,0.04583,0.1631,0.2031,0.1717872,0.17955618,0.420,0.268,0.295,0.15378594,0.39,0.151373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,437.0,4.0,20.0,2.85,5.721,4.43,0.677,T1098
T1098TS460_2,0.09369,0.399775,0.388,0.205,0.343,0.14141,0.4024,0.2917,0.3612912,0.3738734,0.447,0.297,0.377,0.49391472,0.422,0.099201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,437.0,4.0,192.0,2.62,37.3,30.788,7.046,T1098
T1098TS151_3,0.08073,0.344253,0.497,0.204,0.368,0.14126,0.3491,0.3416,0.3001902,0.34126356,0.519,0.337,0.396,0.3437045,0.48,0.139951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,437.0,4.0,162.0,2.51,33.638000000000005,27.49,6.215,T1098
T1098TS170_4,0.00838,0.219958,0.158,0.118,0.172,0.04906,0.1617,0.1973,0.17663702,0.18584783,0.441,0.312,0.329,0.14392065,0.406,0.171372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,437.0,4.0,18.0,1.89,5.149,4.091,0.907,T1098
T1098TS170_1,0.00787,0.211736,0.107,0.111,0.136,0.04363,0.1608,0.1826,0.16135619,0.1764591,0.451,0.293,0.311,0.13634364,0.41,0.113477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,437.0,4.0,19.0,2.21,4.805,3.975,0.821,T1098
